// 中医药典
阿胶	e'jiao
直僵僵	zhi'jiang'jiang
直讲	zhi'jiang
直交	zhi'jiao
直角	zhi'jiao
直角尺	zhi'jiao'chi
直角三角形	zhi'jiao'san'jiao'xing
直角坐标	zhi'jue'zuo'biao
直教	zhi'jiao
直叫	zhi'jiao
直揭	zhi'jie
直接	zhi'jie
直接存取	zhi'jie'cun'qu
直接地址	zhi'jie'di'zhi
直接发行	zhi'jie'fa'xing
直接分裂	zhi'jie'fen'lie
直接利率	zhi'jie'li'lv
直接融资	zhi'jie'erong'zi
直接税	zhi'jie'shui
直接寻址	zhi'jie'xun'zhi
直接指令	zhi'jie'zhi'ling
直街	zhi'jie
直截	zhi'jie
直截了当	zhi'jie'liao'dang
直节	zhi'jie
直井	zhi'jing
直径	zhi'jing
直揪	zhi'jiu
直距	zhi'ju
直撅撅	zhi'jue'jue
直觉	zhi'jue
直觉性	zhi'jue'xing
直开	zhi'kai
直看	zhi'kan
直孔	zhi'kong
直哭	zhi'ku
直夸	zhi'kua
直快	zhi'kuai
直来直去	zhi'lai'zhi'qu
直乐	zhi'le
直理	zhi'li
直立	zhi'li
直隶	zhi'li
直溜	zhi'liu
直溜溜	zhi'liu'liu
直流	zhi'liu
直流电	zhi'liu'dian
直流弧	zhi'liu'hu
直露	zhi'lu
直路	zhi'lu
直率	zhi'shuai
直落	zhi'luo
直骂	zhi'ma
直冒	zhi'mao
直眉瞪眼	zhi'mei'deng'yan
直面	zhi'mian
直瞄	zhi'miao
直抹	zhi'mo
直木必伐	zhi'mu'bi'fa
直木先伐	zhi'mu'xian'fa
直拍	zhi'pai
直攀	zhi'pan
直跑	zhi'pao
直喷	zhi'pen
直坡	zhi'po
直破	zhi'po
直扑	zhi'pu
直起	zhi'qi
直前	zhi'qian
直翘	zhi'qiao
直情径行	zhi'qing'jing'xing
直趋	zhi'qu
直驱	zhi'qu
直取	zhi'qu
直拳	zhi'quan
直劝	zhi'quan
直嚷	zhi'erang
直让	zhi'erang
直人	zhi'eren
直如	zhi'eru
直入	zhi'eru
直若	zhi'eruo
直塞	zhi'sai
直晒	zhi'shai
直上	zhi'shang
直上直下	zhi'shang'zhi'xia
直射	zhi'she
直伸	zhi'shen
直升	zhi'sheng
直升飞机	zhi'sheng'fei'ji
直升机	zhi'sheng'ji
直绳	zhi'sheng
直驶	zhi'shi
直视	zhi'shi
直抒	zhi'shu
直抒己见	zhi'shu'ji'jian
直输	zhi'shu
直书	zhi'shu
直属	zhi'shu
直竖	zhi'shu
直甩	zhi'shuai
直爽	zhi'shuang
直说	zhi'shuo
直似	zhi'si
直送	zhi'song
直诉	zhi'su
直淌	zhi'tang
直掏	zhi'tao
直条	zhi'tiao
直跳	zhi'tiao
直挺	zhi'ting
直挺挺	zhi'ting'ting
直通	zhi'tong
直通通	zhi'tong'tong
直筒子	zhi'tong'zi
直痛	zhi'tong
直投	zhi'tou
直透	zhi'tou
直吐	zhi'tu
直吐	zhi'tu
直推	zhi'tui
直腿	zhi'tui
直往	zhi'wang
直望	zhi'wang
直为	zhi'wei
直纹	zhi'wen
直问	zhi'wen
直握	zhi'wo
直袭	zhi'xi
直系	zhi'xi
直系亲	zhi'xi'qin
直系亲属	zhi'xi'qin'shu
直系血亲	zhi'xi'xue'qin
直辖	zhi'xia
直辖市	zhi'xia'shi
直下	zhi'xia
直线	zhi'xian
直想	zhi'xiang
直响	zhi'xiang
直向	zhi'xiang
直销	zhi'xiao
直笑	zhi'xiao
直泄	zhi'xie
直泻	zhi'xie
直心眼儿	zhi'xin'yan'er
直行	zhi'hang
直行	zhi'xing
直性	zhi'xing
直性子	zhi'xing'zi
直叙	zhi'xu
直选	zhi'xuan
直压	zhi'ya
直言	zhi'yan
直言不讳	zhi'yan'bu'hui
直言贾祸	zhi'yan'gu'huo
直言判断	zhi'yan'pan'duan
直言取祸	zhi'yan'qu'huo
直腰	zhi'yao
直要	zhi'yao
直译	zhi'yi
直涌	zhi'yong
直欲	zhi'yu
直怨	zhi'yuan
直运	zhi'yun
直砸	zhi'za
直在	zhi'zai
直直	zhi'zhi
直指	zhi'zhi
直至	zhi'zhi
直皱	zhi'zhou
直柱	zhi'zhu
直转	zhi'zhuan
直转	zhi'zhuan
直撞	zhi'zhuang
直追	zhi'zhui
直走	zhi'zou
直谏	zhi'jian
直捋	zhi'luo
直捋	zhi'lv
直愣愣	zhi'leng'leng
直戆	zhi'gang
植保	zhi'bao
植被	zhi'bei
植草	zhi'cao
植茶	zhi'cha
植成	zhi'cheng
植党营私	zhi'dang'ying'si
植根	zhi'gen
植好	zhi'hao
植活	zhi'huo
植林	zhi'lin
植棉	zhi'mian
植苗	zhi'miao
植皮	zhi'pi
植期	zhi'qi
植入	zhi'eru
植树	zhi'shu
植树节	zhi'shu'jie
植树造林	zhi'shu'zao'lin
植树种草	zhi'shu'zhong'cao
植物	zhi'wu
植物保护	zhi'wu'bao'hu
植物界	zhi'wu'jie
植物人	zhi'wu'eren
植物生理学	zhi'wu'sheng'li'xue
植物生理学家	zhi'wu'sheng'li'xue'jia
植物体	zhi'wu'ti
植物性	zhi'wu'xing
植物学	zhi'wu'xue
植物学家	zhi'wu'xue'jia
植物油	zhi'wu'you
植物园	zhi'wu'yuan
植物志	zhi'wu'zhi
植牙	zhi'ya
植于	zhi'yu
植在	zhi'zai
植株	zhi'zhu
殖民	zhi'min
殖民地	zhi'min'di
殖民地化	zhi'min'di'hua
殖民主义	zhi'min'zhu'yi
殖民主义者	zhi'min'zhu'yi'zhe
执傲	zhi'ao
执白	zhi'bai
执棒	zhi'bang
执笔	zhi'bi
执鞭	zhi'bian
执鞭随镫	zhi'bian'sui'deng
执叉	zhi'cha
执刀	zhi'dao
执导	zhi'dao
执而不化	zhi'er'bu'hua
执罚	zhi'fa
执法	zhi'fa
执法必严	zhi'fa'bi'yan
执法犯法	zhi'fa'fan'fa
执法官	zhi'fa'guan
执法如山	zhi'fa'eru'shan
执斧	zhi'fu
执岗	zhi'gang
执弓	zhi'gong
执管	zhi'guan
执黑	zhi'hei
执壶	zhi'hu
执纪	zhi'ji
执剑	zhi'jian
执教	zhi'jiao
执卡	zhi'ka
执柯作伐	zhi'ke'zuo'fa
执礼	zhi'li
执两用中	zhi'liang'yong'zhong
执迷	zhi'mi
执迷不悟	zhi'mi'bu'wu
执牛耳	zhi'niu'er
执牛耳者	zhi'niu'er'zhe
执拍	zhi'pai
执牌	zhi'pai
执票	zhi'piao
执票人	zhi'piao'eren
执枪	zhi'qiang
执勤	zhi'qin
执扇	zhi'shan
执绳	zhi'sheng
执事	zhi'shi
执手	zhi'shou
执手相叙	zhi'shou'xiang'xu
执委	zhi'wei
执委会	zhi'wei'hui
执刑	zhi'xing
执行	zhi'xing
执行官	zhi'xing'guan
执行阶段	zhi'xing'jie'duan
执行时间	zhi'xing'shi'jian
执行顺序	zhi'xing'shun'xu
执行指令	zhi'xing'zhi'ling
执行周期	zhi'xing'zhou'qi
执行主席	zhi'xing'zhu'xi
执业	zhi'ye
执意	zhi'yi
执有	zhi'you
执友	zhi'you
执掌	zhi'zhang
执照	zhi'zhao
执政	zhi'zheng
执政党	zhi'zheng'dang
执政官	zhi'zheng'guan
执政者	zhi'zheng'zhe
执中	zhi'zhong
执著	zhi'zhuo
执着	zhi'zhe
执拗	zhi'niu
执绋	zhi'fu
执戟	zhi'ji
值班	zhi'ban
值班室	zhi'ban'shi
值班员	zhi'ban'yuan
值不当	zhi'bu'dang
值乘	zhi'cheng
值此	zhi'ci
值当	zhi'dang
值得	zhi'de
值岗	zhi'gang
值更	zhi'geng
值机	zhi'ji
值价	zhi'jia
值钱	zhi'qian
值勤	zhi'qin
值日	zhi'eri
值日生	zhi'eri'sheng
值守	zhi'shou
值宿	zhi'su
值星	zhi'xing
值夜	zhi'ye
值诊	zhi'zhen
值值班	zhi'zhi'ban
值中	zhi'zhong
值周	zhi'zhou
侄辈	zhi'bei
侄儿	zhi'er
侄女	zhi'nv
侄女婿	zhi'nv'xu
侄孙	zhi'sun
侄孙女	zhi'sun'nv
侄媳	zhi'xi
侄媳妇	zhi'xi'fu
侄子	zhi'zi
指北针	zhi'bei'zhen
指标	zhi'biao
指拨	zhi'bo
指不定	zhi'bu'ding
指不胜屈	zhi'bu'sheng'qu
指陈	zhi'chen
指称	zhi'cheng
指斥	zhi'chi
指出	zhi'chu
指此	zhi'ci
指导	zhi'dao
指导价	zhi'dao'jia
指导课	zhi'dao'ke
指导性	zhi'dao'xing
指导员	zhi'dao'yuan
指导者	zhi'dao'zhe
指导指导	zhi'dao'zhi'dao
指到	zhi'dao
指灯	zhi'deng
指点	zhi'dian
指点迷津	zhi'dian'mi'jin
指电	zhi'dian
指定	zhi'ding
指定股	zhi'ding'gu
指定性	zhi'ding'xing
指东道西	zhi'dong'dao'xi
指东画西	zhi'dong'hua'xi
指东话西	zhi'dong'hua'xi
指东说西	zhi'dong'shuo'xi
指端	zhi'duan
指法	zhi'fa
指缝	zhi'feng
指腹为婚	zhi'fu'wei'hun
指给	zhi'gei
指功	zhi'gong
指供	zhi'gong
指骨	zhi'gu
指画	zhi'hua
指划	zhi'hua
指环	zhi'huan
指挥	zhi'hui
指挥棒	zhi'hui'bang
指挥部	zhi'hui'bu
指挥刀	zhi'hui'dao
指挥官	zhi'hui'guan
指挥家	zhi'hui'jia
指挥权	zhi'hui'quan
指挥若定	zhi'hui'eruo'ding
指挥员	zhi'hui'yuan
指挥指挥	zhi'hui'zhi'hui
指鸡骂狗	zhi'ji'ma'gou
指己汇票	zhi'ji'hui'piao
指甲	zhi'jia
指甲盖	zhi'jia'gai
指甲花	zhi'jia'hua
指甲油	zhi'jia'you
指尖	zhi'jian
指间	zhi'jian
指教	zhi'jiao
指教指教	zhi'jiao'zhi'jiao
指节	zhi'jie
指看	zhi'kan
指靠	zhi'kao
指控	zhi'kong
指力	zhi'li
指令	zhi'ling
指令长	zhi'ling'zhang
指令地址	zhi'ling'di'zhi
指令格式	zhi'ling'ge'shi
指令跟踪	zhi'ling'gen'zong
指令集	zhi'ling'ji
指令寄存器	zhi'ling'ji'cun'qi
指令类型	zhi'ling'lei'xing
指令码	zhi'ling'ma
指令系统	zhi'ling'xi'tong
指令性	zhi'ling'xing
指令语句	zhi'ling'yu'ju
指令暂存器	zhi'ling'zan'cun'qi
指令字	zhi'ling'zi
指路	zhi'lu
指路明灯	zhi'lu'ming'deng
指鹿为马	zhi'lu'wei'ma
指明	zhi'ming
指名	zhi'ming
指名道姓	zhi'ming'dao'xing
指模	zhi'mo
指南	zhi'nan
指南针	zhi'nan'zhen
指派	zhi'pai
指派性	zhi'pai'xing
指偏	zhi'pian
指枪	zhi'qiang
指趣	zhi'qu
指认	zhi'eren
指日	zhi'eri
指日可待	zhi'eri'ke'dai
指日可下	zhi'eri'ke'xia
指桑骂槐	zhi'sang'ma'huai
指山卖岭	zhi'shan'mai'ling
指山说磨	zhi'shan'shuo'mo
指矢天日	zhi'shi'tian'eri
指使	zhi'shi
指示	zhi'shi
指示灯	zhi'shi'deng
指示剂	zhi'shi'ji
指示寄存器	zhi'shi'ji'cun'qi
指示器	zhi'shi'qi
指示提单	zhi'shi'ti'dan
指示性	zhi'shi'xing
指示者	zhi'shi'zhe
指示指示	zhi'shi'zhi'shi
指示字	zhi'shi'zi
指手画脚	zhi'shou'hua'jiao
指授	zhi'shou
指书	zhi'shu
指数	zhi'shu
指数位	zhi'shu'wei
指天画地	zhi'tian'hua'di
指天射鱼	zhi'tian'she'yu
指天誓日	zhi'tian'shi'eri
指头	zhi'tou
指头肚	zhi'tou'du
指望	zhi'wang
指纹	zhi'wen
指相化石	zhi'xiang'hua'shi
指向	zhi'xiang
指压	zhi'ya
指雁为羹	zhi'yan'wei'geng
指要	zhi'yao
指引	zhi'yin
指引性	zhi'yin'xing
指印	zhi'yin
指责	zhi'ze
指责性	zhi'ze'xing
指摘	zhi'zhai
指战员	zhi'zhan'yuan
指掌	zhi'zhang
指针	zhi'zhen
指正	zhi'zheng
指证	zhi'zheng
指指点点	zhi'zhi'dian'dian
指着	zhi'zhe
止不住	zhi'bu'zhu
止步	zhi'bu
止步不前	zhi'bu'bu'qian
止喘	zhi'chuan
止点	zhi'dian
止跌	zhi'die
止恶	zhi'e
止沸	zhi'fei
止付	zhi'fu
止戈为武	zhi'ge'wei'wu
止降	zhi'jiang
止降	zhi'xiang
止境	zhi'jing
止咳	zhi'ke
止渴	zhi'ke
止落	zhi'luo
止呕	zhi'ou
止升	zhi'sheng
止水	zhi'shui
止水栓	zhi'shui'shuan
止疼	zhi'teng
止痛	zhi'tong
止痛剂	zhi'tong'ji
止痛片	zhi'tong'pian
止痛药	zhi'tong'yao
止息	zhi'xi
止歇	zhi'xie
止泻	zhi'xie
止血	zhi'xue
止痒	zhi'yang
止于至善	zhi'yu'zhi'shan
止住	zhi'zhu
趾高气扬	zhi'gao'qi'yang
趾骨	zhi'gu
趾爪	zhi'zhao
趾状	zhi'zhuang
只不过	zhi'bu'guo
只差	zhi'cha
只此一家	zhi'ci'yi'jia
只当	zhi'dang
只得	zhi'de
只读	zhi'du
只读储存器	zhi'du'chu'cun'qi
只读存储器	zhi'du'cun'chu'qi
只读文件	zhi'du'wen'jian
只敢	zhi'gan
只够	zhi'gou
只顾	zhi'gu
只怪	zhi'guai
只管	zhi'guan
只好	zhi'hao
只会	zhi'hui
只鸡斗酒	zhi'ji'dou'jiu
只见	zhi'jian
只见树木	zhi'jian'shu'mu
只觉	zhi'jue
只可	zhi'ke
只可意会	zhi'ke'yi'hui
只恐	zhi'kong
只鳞片甲	zhi'lin'pian'jia
只能	zhi'neng
只怕	zhi'pa
只怕有心人	zhi'pa'you'xin'eren
只欠东风	zhi'qian'dong'feng
只求	zhi'qiu
只身	zhi'shen
只是	zhi'shi
只限	zhi'xian
只想	zhi'xiang
只消	zhi'xiao
只需	zhi'xu
只须	zhi'xu
只许	zhi'xu
只许州官放火	zhi'xu'zhou'guan'fang'huo
只言片语	zhi'yan'pian'yu
只要	zhi'yao
只要功夫深	zhi'yao'gong'fu'shen
只宜	zhi'yi
只因	zhi'yin
只应	zhi'ying
只应	zhi'ying
只有	zhi'you
只语片言	zhi'yu'pian'yan
只缘	zhi'yuan
只愿	zhi'yuan
只争朝夕	zhi'zheng'zhao'xi
只知其一	zhi'zhi'qi'yi
只只	zhi'zhi
只准	zhi'zhun
只字	zhi'zi
只字不提	zhi'zi'bu'ti
只字未提	zhi'zi'wei'ti
旨令	zhi'ling
旨趣	zhi'qu
旨要	zhi'yao
旨意	zhi'yi
旨在	zhi'zai
纸板	zhi'ban
纸版	zhi'ban
纸包	zhi'bao
纸杯	zhi'bei
纸背	zhi'bei
纸本	zhi'ben
纸笔	zhi'bi
纸币	zhi'bi
纸边	zhi'bian
纸餐巾	zhi'can'jin
纸槽	zhi'cao
纸草	zhi'cao
纸厂	zhi'chang
纸钞	zhi'chao
纸车	zhi'che
纸船	zhi'chuan
纸窗	zhi'chuang
纸带	zhi'dai
纸带穿孔机	zhi'dai'chuan'kong'ji
纸带复孔机	zhi'dai'fu'kong'ji
纸带阅读机	zhi'dai'yue'du'ji
纸袋	zhi'dai
纸袋厂	zhi'dai'chang
纸垫	zhi'dian
纸店	zhi'dian
纸雕	zhi'diao
纸碟	zhi'die
纸锭	zhi'ding
纸堆	zhi'dui
纸幅	zhi'fu
纸管	zhi'guan
纸好	zhi'hao
纸盒	zhi'he
纸鹤	zhi'he
纸糊	zhi'hu
纸花	zhi'hua
纸画	zhi'hua
纸灰	zhi'hui
纸夹	zhi'jia
纸价	zhi'jia
纸浆	zhi'jiang
纸轿	zhi'jiao
纸巾	zhi'jin
纸卷	zhi'juan
纸壳	zhi'ke
纸筐	zhi'kuang
纸老虎	zhi'lao'hu
纸类	zhi'lei
纸里	zhi'li
纸料	zhi'liao
纸篓	zhi'lou
纸马	zhi'ma
纸面	zhi'mian
纸墨	zhi'mo
纸内	zhi'nei
纸捻	zhi'nian
纸尿布	zhi'niao'bu
纸尿裤	zhi'niao'ku
纸牌	zhi'pai
纸盘	zhi'pan
纸盆	zhi'pen
纸片	zhi'pian
纸票	zhi'piao
纸品	zhi'pin
纸钱	zhi'qian
纸人	zhi'eren
纸伞	zhi'san
纸色	zhi'se
纸扇	zhi'shan
纸上	zhi'shang
纸上谈兵	zhi'shang'tan'bing
纸绳	zhi'sheng
纸塑	zhi'su
纸条	zhi'tiao
纸筒	zhi'tong
纸头	zhi'tou
纸纹	zhi'wen
纸匣	zhi'xia
纸箱	zhi'xiang
纸屑	zhi'xie
纸型	zhi'xing
纸烟	zhi'yan
纸砚	zhi'yan
纸样	zhi'yang
纸业	zhi'ye
纸鱼	zhi'yu
纸张	zhi'zhang
纸制	zhi'zhi
纸制品	zhi'zhi'pin
纸质	zhi'zhi
纸中	zhi'zhong
纸种	zhi'zhong
纸醉金迷	zhi'zui'jin'mi
纸幡	zhi'fan
纸鸢	zhi'yuan
纸鹞	zhi'yao
志哀	zhi'ai
志大才疏	zhi'da'cai'shu
志丹	zhi'dan
志短	zhi'duan
志夺	zhi'duo
志怪	zhi'guai
志留纪	zhi'liu'ji
志留系	zhi'liu'xi
志略	zhi'lue
志美行厉	zhi'mei'xing'li
志气	zhi'qi
志趣	zhi'qu
志士	zhi'shi
志士仁人	zhi'shi'eren'eren
志书	zhi'shu
志同道合	zhi'tong'dao'he
志喜	zhi'xi
志向	zhi'xiang
志行	zhi'xing
志行意满	zhi'xing'yi'man
志学	zhi'xue
志愿	zhi'yuan
志愿兵	zhi'yuan'bing
志愿兵制	zhi'yuan'bing'zhi
志愿军	zhi'yuan'jun
志愿书	zhi'yuan'shu
志愿者	zhi'yuan'zhe
志在	zhi'zai
志在必得	zhi'zai'bi'de
志在必夺	zhi'zai'bi'duo
志在必行	zhi'zai'bi'xing
志在千里	zhi'zai'qian'li
挚爱	zhi'ai
挚诚	zhi'cheng
挚切	zhi'qie
挚情	zhi'qing
挚言	zhi'yan
挚友	zhi'you
掷笔	zhi'bi
掷弹	zhi'dan
掷地有声	zhi'di'you'sheng
掷还	zhi'huan
掷瓶	zhi'ping
掷球	zhi'qiu
掷石	zhi'shi
掷铁饼	zhi'tie'bing
掷铁球	zhi'tie'qiu
掷物	zhi'wu
掷远	zhi'yuan
掷在	zhi'zai
掷者	zhi'zhe
掷骰子	zhi'tou'zi
至爱	zhi'ai
至宝	zhi'bao
至不济	zhi'bu'ji
至诚	zhi'cheng
至迟	zhi'chi
至此	zhi'ci
至当	zhi'dang
至多	zhi'duo
至高无上	zhi'gao'wu'shang
至关	zhi'guan
至关重要	zhi'guan'zhong'yao
至好	zhi'hao
至极	zhi'ji
至佳	zhi'jia
至家	zhi'jia
至交	zhi'jiao
至今	zhi'jin
至乐	zhi'le
至理	zhi'li
至理名言	zhi'li'ming'yan
至盼	zhi'pan
至品	zhi'pin
至亲	zhi'qin
至情	zhi'qing
至日	zhi'eri
至善	zhi'shan
至上	zhi'shang
至少	zhi'shao
至深	zhi'shen
至圣	zhi'sheng
至圣先师	zhi'sheng'xian'shi
至熟	zhi'shu
至死	zhi'si
至死不变	zhi'si'bu'bian
至死不悟	zhi'si'bu'wu
至死不渝	zhi'si'bu'yu
至为	zhi'wei
至孝	zhi'xiao
至性	zhi'xing
至言	zhi'yan
至友	zhi'you
至于	zhi'yu
至尊	zhi'zun
致哀	zhi'ai
致癌	zhi'ai
致癌物	zhi'ai'wu
致癌性	zhi'ai'xing
致病	zhi'bing
致病菌	zhi'bing'jun
致病性	zhi'bing'xing
致残	zhi'can
致辞	zhi'ci
致词	zhi'ci
致电	zhi'dian
致富	zhi'fu
致富路	zhi'fu'lu
致公党	zhi'gong'dang
致害	zhi'hai
致函	zhi'han
致贺	zhi'he
致敬	zhi'jing
致冷	zhi'leng
致力	zhi'li
致力于	zhi'li'yu
致令	zhi'ling
致聋	zhi'long
致盲	zhi'mang
致密	zhi'mi
致命	zhi'ming
致命差错	zhi'ming'cha'cuo
致命处	zhi'ming'chu
致命伤	zhi'ming'shang
致命一击	zhi'ming'yi'ji
致贫	zhi'pin
致歉	zhi'qian
致穷	zhi'qiong
致热	zhi'ere
致傻	zhi'sha
致伤	zhi'shang
致胜	zhi'sheng
致使	zhi'shi
致书	zhi'shu
致死	zhi'si
致死量	zhi'si'liang
致死性	zhi'si'xing
致瘫	zhi'tan
致瞎	zhi'xia
致谢	zhi'xie
致谢辞	zhi'xie'ci
致信	zhi'xin
致以	zhi'yi
致意	zhi'yi
致用	zhi'yong
致灾	zhi'zai
致瘾	zhi'yin
置办	zhi'ban
置办置办	zhi'ban'zhi'ban
置备	zhi'bei
置辩	zhi'bian
置产	zhi'chan
置车	zhi'che
置地	zhi'di
置放	zhi'fang
置鼓	zhi'gu
置换	zhi'huan
置换性	zhi'huan'xing
置景	zhi'jing
置买	zhi'mai
置评	zhi'ping
置齐	zhi'qi
置入	zhi'eru
置闰	zhi'erun
置若罔闻	zhi'eruo'wang'wen
置上	zhi'shang
置身	zhi'shen
置身世外	zhi'shen'shi'wai
置身事外	zhi'shen'shi'wai
置位计数器	zhi'wei'ji'shu'qi
置物	zhi'wu
置下	zhi'xia
置县	zhi'xian
置信	zhi'xin
置疑	zhi'yi
置镇	zhi'zhen
置之不顾	zhi'zhi'bu'gu
置之不理	zhi'zhi'bu'li
置之度外	zhi'zhi'du'wai
置之脑后	zhi'zhi'nao'hou
置之死地而后快	zhi'zhi'si'di'er'hou'kuai
置之死地而后生	zhi'zhi'si'di'er'hou'sheng
置之一笑	zhi'zhi'yi'xiao
置装	zhi'zhuang
置装费	zhi'zhuang'fei
置锥之地	zhi'zhui'zhi'di
峙立	zhi'li
制板	zhi'ban
制版	zhi'ban
制版厂	zhi'ban'chang
制备	zhi'bei
制泵	zhi'beng
制笔	zhi'bi
制币	zhi'bi
制表	zhi'biao
制表机	zhi'biao'ji
制表字符	zhi'biao'zi'fu
制钵	zhi'bo
制裁	zhi'cai
制裁制裁	zhi'cai'zhi'cai
制材	zhi'cai
制材厂	zhi'cai'chang
制茶	zhi'cha
制车	zhi'che
制成	zhi'cheng
制成品	zhi'cheng'pin
制出	zhi'chu
制船	zhi'chuan
制瓷	zhi'ci
制醋	zhi'cu
制袋	zhi'dai
制氮	zhi'dan
制导	zhi'dao
制导性	zhi'dao'xing
制敌	zhi'di
制碟	zhi'die
制钉	zhi'ding
制定	zhi'ding
制订	zhi'ding
制动	zhi'dong
制动泵	zhi'dong'beng
制动阀	zhi'dong'fa
制动缸	zhi'dong'gang
制动器	zhi'dong'qi
制度	zhi'du
制度化	zhi'du'hua
制发	zhi'fa
制法	zhi'fa
制贩	zhi'fan
制粉	zhi'fen
制伏	zhi'fu
制服	zhi'fu
制服呢	zhi'fu'ni
制高点	zhi'gao'dian
制革	zhi'ge
制罐	zhi'guan
制海权	zhi'hai'quan
制衡	zhi'heng
制黄	zhi'huang
制剂	zhi'ji
制假	zhi'jia
制碱	zhi'jian
制件	zhi'jian
制剑	zhi'jian
制浆	zhi'jiang
制胶	zhi'jiao
制景	zhi'jing
制镜	zhi'jing
制酒	zhi'jiu
制菌	zhi'jun
制军	zhi'jun
制空权	zhi'kong'quan
制控	zhi'kong
制腊机	zhi'la'ji
制冷	zhi'leng
制冷机	zhi'leng'ji
制链	zhi'lian
制卤	zhi'lu
制铝	zhi'lv
制氯	zhi'lv
制煤	zhi'mei
制米	zhi'mi
制面	zhi'mian
制模	zhi'mo
制墨	zhi'mo
制木	zhi'mu
制奶	zhi'nai
制胚	zhi'pei
制坯	zhi'pi
制片	zhi'pian
制片厂	zhi'pian'chang
制片人	zhi'pian'eren
制片业	zhi'pian'ye
制票	zhi'piao
制品	zhi'pin
制瓶	zhi'ping
制漆	zhi'qi
制旗	zhi'qi
制钱	zhi'qian
制枪	zhi'qiang
制琴	zhi'qin
制氢	zhi'qing
制球	zhi'qiu
制取	zhi'qu
制伞	zhi'san
制扇	zhi'shan
制哨	zhi'shao
制绳	zhi'sheng
制胜	zhi'sheng
制使	zhi'shi
制式	zhi'shi
制式教练	zhi'shi'jiao'lian
制售	zhi'shou
制水	zhi'shui
制酸	zhi'suan
制锁	zhi'suo
制胎	zhi'tai
制台	zhi'tai
制毯	zhi'tan
制炭	zhi'tan
制糖	zhi'tang
制糖业	zhi'tang'ye
制陶	zhi'tao
制桶	zhi'tong
制图	zhi'tu
制袜	zhi'wa
制网	zhi'wang
制宪	zhi'xian
制宪会议	zhi'xian'hui'yi
制宪议会	zhi'xian'yi'hui
制箱	zhi'xiang
制销	zhi'xiao
制鞋	zhi'xie
制靴	zhi'xue
制盐	zhi'yan
制砚	zhi'yan
制氧	zhi'yang
制氧器	zhi'yang'qi
制药	zhi'yao
制药厂	zhi'yao'chang
制衣	zhi'yi
制音器	zhi'yin'qi
制御	zhi'yu
制驭	zhi'yu
制约	zhi'yue
制约性	zhi'yue'xing
制造	zhi'zao
制造品	zhi'zao'pin
制造商	zhi'zao'shang
制造业	zhi'zao'ye
制毡	zhi'zhan
制证	zhi'zheng
制止	zhi'zhi
制制版	zhi'zhi'ban
制制表	zhi'zhi'biao
制种	zhi'zhong
制砖	zhi'zhuan
制作	zhi'zuo
制作人	zhi'zuo'eren
制作系统盘	zhi'zuo'xi'tong'pan
制作者	zhi'zuo'zhe
制匾	zhi'bian
制俑	zhi'yong
制诰	zhi'gao
制溴	zhi'xiu
智残	zhi'can
智齿	zhi'chi
智斗	zhi'dou
智多星	zhi'duo'xing
智慧	zhi'hui
智慧板	zhi'hui'ban
智尽能索	zhi'jin'neng'suo
智救	zhi'jiu
智利	zhi'li
智利硝	zhi'li'xiao
智力	zhi'li
智力测验	zhi'li'ce'yan
智力产业	zhi'li'chan'ye
智龄	zhi'ling
智谋	zhi'mou
智囊	zhi'nang
智囊团	zhi'nang'tuan
智能	zhi'neng
智能化	zhi'neng'hua
智能型	zhi'neng'xing
智能性	zhi'neng'xing
智能终端	zhi'neng'zhong'duan
智破	zhi'po
智巧	zhi'qiao
智擒	zhi'qin
智取	zhi'qu
智人	zhi'eren
智商	zhi'shang
智胜	zhi'sheng
智识	zhi'shi
智术	zhi'shu
智退	zhi'tui
智勇双全	zhi'yong'shuang'quan
智愚观	zhi'yu'guan
智育	zhi'yu
智圆行方	zhi'yuan'xing'fang
智者	zhi'zhe
智者见智	zhi'zhe'jian'zhi
智者千虑	zhi'zhe'qian'lv
秩序	zhi'xu
秩序井然	zhi'xu'jing'eran
稚虫	zhi'chong
稚儿	zhi'er
稚龄	zhi'ling
稚嫩	zhi'nen
稚女	zhi'nv
稚气	zhi'qi
稚气未脱	zhi'qi'wei'tuo
稚弱	zhi'eruo
稚态	zhi'tai
稚童	zhi'tong
稚拙	zhi'zhuo
稚子	zhi'zi
质白	zhi'bai
质薄	zhi'bo
质变	zhi'bian
质次	zhi'ci
质地	zhi'di
质点	zhi'dian
质对	zhi'dui
质感	zhi'gan
质好	zhi'hao
质黑	zhi'hei
质红	zhi'hong
质厚	zhi'hou
质佳	zhi'jia
质价	zhi'jia
质检	zhi'jian
质检所	zhi'jian'suo
质检员	zhi'jian'yuan
质量	zhi'liang
质量保证	zhi'liang'bao'zheng
质量度量	zhi'liang'du'liang
质量管理	zhi'liang'guan'li
质量月	zhi'liang'yue
质料	zhi'liao
质劣	zhi'lie
质密	zhi'mi
质铺	zhi'pu
质朴	zhi'pu
质谱	zhi'pu
质谱仪	zhi'pu'yi
质轻	zhi'qing
质软	zhi'eruan
质数	zhi'shu
质体	zhi'ti
质问	zhi'wen
质问权	zhi'wen'quan
质物	zhi'wu
质心	zhi'xin
质询	zhi'xun
质押	zhi'ya
质押票据	zhi'ya'piao'ju
质言	zhi'yan
质验	zhi'yan
质疑	zhi'yi
质疑问难	zhi'yi'wen'nan
